arrival_time,start_service,end_service,wait_time,total_time
44.69615034117308,45.494257064564955,47.17806206426907,0.798106723391875,2.4819117230959904
46.71460213962229,47.17806206426907,51.9355222085444,0.4634599246467772,5.220920068922105
48.99811055976687,48.99811055976687,50.26791964033902,0.0,1.269809080572145
49.743473020427686,50.26791964033902,52.87587824691403,0.5244466199113305,3.132405226486341
49.99910874402071,51.9355222085444,57.21470481555272,1.9364134645236888,7.215596071532012
53.972903410885785,53.972903410885785,54.3903835081153,0.0,0.4174800972295145
54.41894015786951,54.41894015786951,57.36739748504567,0.0,2.9484573271761647
56.64239649708177,56.64239649708177,57.90131046738926,0.0,1.2589139703074892
58.654865512777036,58.654865512777036,60.19716654217069,0.0,1.5423010293936557
59.84509713094567,59.84509713094567,64.10700897001394,0.0,4.261911839068269
65.57452074583209,65.57452074583209,67.35513207943745,0.0,1.7806113336053642
66.4337940768546,66.4337940768546,70.26720060711841,0.0,3.833406530263815
68.44136764673053,68.44136764673053,68.71910161559194,0.0,0.277733968861412
68.62919190158436,68.62919190158436,70.86860873747746,0.0,2.2394168358930955
69.52285850785997,69.52285850785997,76.11715129565775,0.0,6.594292787797784
72.7346276621668,72.7346276621668,73.74530962787408,0.0,1.0106819657072776
73.62966527178085,73.62966527178085,80.29923211762522,0.0,6.669566845844372
74.75942743303354,74.75942743303354,83.6534667523167,0.0,8.894039319283166
75.16768159348011,76.11715129565775,77.859325431205,0.9494697021776375,2.6916438377248824
75.7695420949608,77.859325431205,78.90187720264571,2.0897833362441958,3.1323351076849093
76.92733424254088,78.90187720264571,85.72751402057614,1.9745429601048272,8.800179778035258
77.02858810669417,80.29923211762522,81.71394359554695,3.2706440109310506,4.685355488852778
78.21871484229686,81.71394359554695,82.81746166389738,3.495228753250089,4.598746821600514
81.68600681349271,82.81746166389738,89.15744101493215,1.1314548504046655,7.471434201439436
81.9087795884924,83.6534667523167,83.90918790239027,1.7446871638243096,2.0004083138978785
84.51658472662557,84.51658472662557,84.59937353657081,0.0,0.08278880994524229
85.35589637377001,85.35589637377001,90.07878632574507,0.0,4.722889951975063
87.77561889441542,87.77561889441542,90.5374543457468,0.0,2.761835451331379
87.83970641338135,89.15744101493215,90.63945029095244,1.3177346015507965,2.799743877571089
89.75417714767627,90.07878632574507,90.77490321040712,0.32460917806879763,1.0207260627308443
90.87099259373694,90.87099259373694,92.6232535327345,0.0,1.7522609389975514
92.47651951251441,92.47651951251441,94.22354742730444,0.0,1.7470279147900243
94.01461723905919,94.01461723905919,97.62469213393491,0.0,3.610074894875723
94.33047875151733,94.33047875151733,97.12986166539855,0.0,2.7993829138812174
108.5277126448596,108.5277126448596,108.7705327251769,0.0,0.2428200803173013
109.39103184072252,109.39103184072252,119.63292101986968,0.0,10.241889179147165
109.86216661749779,109.86216661749779,117.8354218904412,0.0,7.973255272943405
111.17164465098573,111.17164465098573,111.45491293868366,0.0,0.2832682876979362
119.17521436157863,119.17521436157863,119.49248990902949,0.0,0.31727554745086195
120.00692774484659,120.00692774484659,120.14899760693245,0.0,0.1420698620858616
123.77989695945398,123.77989695945398,125.6765918308573,0.0,1.8966948714033265
124.80121017205285,124.80121017205285,128.63106189517694,0.0,3.8298517231240936
125.59481297319324,125.59481297319324,126.06366907573467,0.0,0.46885610254142307
126.16078079466992,126.16078079466992,129.2096179574477,0.0,3.0488371627777866
127.8055234432743,127.8055234432743,130.5250343159685,0.0,2.719510872694201
130.64483882515597,130.64483882515597,137.43351215539207,0.0,6.788673330236094
135.67432966518453,135.67432966518453,136.04341467819765,0.0,0.3690850130131196
136.60492893239552,136.60492893239552,141.21856319284743,0.0,4.613634260451903
